"DOO_ORCHESTRATION_PROCESS.DooProcessVersion","DOO_ORCHESTRATION_PROCESS.ProcessName","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.OrchestrationApplicationCode","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.DooProcessVersion","ORA_DOO_ORCHESTRATION_PROCESS_STEP_DEFINITION.StepNumber","Language","SourceLang","StepName","SplitUnitDisplayName"
"2","ClickShipCollect1","DOO","2","500","EL","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","ESA","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","ET","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","F","F","Notifier Client 1","Fractionner"
"2","ClickShipCollect1","DOO","2","500","FRC","FRC","Notifier Client 1","Fractionner"
"2","ClickShipCollect1","DOO","2","500","HR","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","HU","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","I","I","Notifica cliente 1","Dividere"
"2","ClickShipCollect1","DOO","2","500","IS","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","IW","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","JA","JA","顧客１に通知","分割"
"2","ClickShipCollect1","DOO","2","500","KO","KO","고객통지1","분열"
"2","ClickShipCollect1","DOO","2","500","LT","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","LV","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","N","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","NL","NL","Melden aan klant 1","Split"
"2","ClickShipCollect1","DOO","2","500","PL","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","PT","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","PTB","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","RO","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","RU","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","S","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","SF","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","SK","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","SL","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","TH","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","TR","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","UK","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","US","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","VN","US","Notify Customer 1","Split"
"2","ClickShipCollect1","DOO","2","500","ZHS","ZHS","通知客户1","拆分"
"2","ClickShipCollect1","DOO","2","500","ZHT","ZHT","通知客戶1","拆分"
"2","ClickShipCollect1","DOO","2","1000","AR","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","CS","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","D","D","Benachrichtige Laden SKU abzuholen","Aufteilen"
"2","ClickShipCollect1","DOO","2","1000","DK","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","E","E","Notificar a almacen acopio de SKU","Fraccionar"
"2","ClickShipCollect1","DOO","2","1000","EL","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","ESA","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","ET","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","F","F","Notifier le magasin de prélèver le SKU","Fractionner"
"2","ClickShipCollect1","DOO","2","1000","FRC","FRC","Notifier le magasin de prélèver le SKU","Fractionner"
"2","ClickShipCollect1","DOO","2","1000","HR","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","HU","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","I","I","Notifica magazzino per il ritiro SKU","Dividere"
"2","ClickShipCollect1","DOO","2","1000","IS","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","IW","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","JA","JA","SKUピックを店舗に通知","分割"
"2","ClickShipCollect1","DOO","2","1000","KO","KO","SKU(재고관리코드)을 매장에 통지","분열"
"2","ClickShipCollect1","DOO","2","1000","LT","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","LV","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","N","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","NL","NL","Melding winkel Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","PL","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","PT","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","PTB","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","RO","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","RU","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","S","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","SF","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","SK","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","SL","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","TH","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","TR","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","UK","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","US","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","VN","US","Notify Store to Pick SKU","Split"
"2","ClickShipCollect1","DOO","2","1000","ZHS","ZHS","通知仓库做SKU挑库","拆分"
"2","ClickShipCollect1","DOO","2","1000","ZHT","ZHT","通知倉庫做SKU挑庫","拆分"
"2","ClickShipCollect1","DOO","2","1500","AR","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","CS","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","D","D","Abrechnung","Aufteilen"
"2","ClickShipCollect1","DOO","2","1500","DK","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","E","E","Liquidación","Fraccionar"
"2","ClickShipCollect1","DOO","2","1500","EL","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","ESA","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","ET","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","F","F","Règlement","Fractionner"
"2","ClickShipCollect1","DOO","2","1500","FRC","FRC","Règlement","Fractionner"
"2","ClickShipCollect1","DOO","2","1500","HR","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","HU","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","I","I","Accordo","Dividere"
"2","ClickShipCollect1","DOO","2","1500","IS","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","IW","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","JA","JA","受領","分割"
"2","ClickShipCollect1","DOO","2","1500","KO","KO","정착지","분열"
"2","ClickShipCollect1","DOO","2","1500","LT","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","LV","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","N","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","NL","NL","Vereffening","Split"
"2","ClickShipCollect1","DOO","2","1500","PL","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","PT","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","PTB","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","RO","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","RU","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","S","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","SF","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","SK","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","SL","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","TH","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","TR","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","UK","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","US","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","VN","US","Settlement","Split"
"2","ClickShipCollect1","DOO","2","1500","ZHS","ZHS","结算","拆分"
"2","ClickShipCollect1","DOO","2","1500","ZHT","ZHT","結算","拆分"
"2","ClickShipCollect1","DOO","2","1600","AR","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","CS","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","D","D","Warten auf Abwicklung","Aufteilen"
"2","ClickShipCollect1","DOO","2","1600","DK","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","E","E","Esperar liquidación","Fraccionar"
"2","ClickShipCollect1","DOO","2","1600","EL","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","ESA","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","ET","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","F","F","Attendre le règlement ","Fractionner"
"2","ClickShipCollect1","DOO","2","1600","FRC","FRC","Attendre le règlement ","Fractionner"
"2","ClickShipCollect1","DOO","2","1600","HR","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","HU","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","I","I","In attesa dell'accordo","Dividere"
"2","ClickShipCollect1","DOO","2","1600","IS","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","IW","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","JA","JA","受領待ち","分割"
"2","ClickShipCollect1","DOO","2","1600","KO","KO","정착대기","분열"
"2","ClickShipCollect1","DOO","2","1600","LT","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","LV","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","N","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","NL","NL","Wacht op vereffening","Split"
"2","ClickShipCollect1","DOO","2","1600","PL","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","PT","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","PTB","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","RO","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","RU","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","S","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","SF","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","SK","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","SL","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","TH","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","TR","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","UK","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","US","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","VN","US","Wait for Settlement","Split"
"2","ClickShipCollect1","DOO","2","1600","ZHS","ZHS","等待结算","拆分"
"2","ClickShipCollect1","DOO","2","1600","ZHT","ZHT","等待結算","拆分"
"2","ClickShipCollect1","DOO","2","300","AR","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","CS","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","D","D","Selbstabholung oder Versand","Aufteilen"
"2","ClickShipCollect1","DOO","2","300","DK","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","E","E","Recogida o envío por cliente","Fraccionar"
"2","ClickShipCollect1","DOO","2","300","EL","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","ESA","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","ET","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","F","F","Enlèvement Client ou Expédition","Fractionner"
"2","ClickShipCollect1","DOO","2","300","FRC","FRC","Enlèvement Client ou Expédition","Fractionner"
"2","ClickShipCollect1","DOO","2","300","HR","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","HU","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","I","I","Ritiro cliente o spedizione","Dividere"
"2","ClickShipCollect1","DOO","2","300","IS","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","IW","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","JA","JA","顧客ピックアップまたは出荷","分割"
"2","ClickShipCollect1","DOO","2","300","KO","KO","고객 Pickup 또는 배송","분열"
"2","ClickShipCollect1","DOO","2","300","LT","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","LV","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","N","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","NL","NL","Ophalen door klant of verzending","Split"
"2","ClickShipCollect1","DOO","2","300","PL","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","PT","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","PTB","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","RO","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","RU","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","S","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","SF","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","SK","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","SL","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","TH","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","TR","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","UK","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","US","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","VN","US","Customer Pickup or Ship","Split"
"2","ClickShipCollect1","DOO","2","300","ZHS","ZHS","客户起运或者发运","拆分"
"2","ClickShipCollect1","DOO","2","300","ZHT","ZHT","客戶起隕或者發隕","拆分"
"2","ClickShipCollect1","DOO","2","1400","AR","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","CS","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","D","D","Merge","Aufteilen"
"2","ClickShipCollect1","DOO","2","1400","DK","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","E","E","Merge","Fraccionar"
"2","ClickShipCollect1","DOO","2","1400","EL","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","ESA","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","ET","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","F","F","Merge","Fractionner"
"2","ClickShipCollect1","DOO","2","1400","FRC","FRC","Merge","Fractionner"
"2","ClickShipCollect1","DOO","2","1400","HR","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","HU","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","I","I","Merge","Dividere"
"2","ClickShipCollect1","DOO","2","1400","IS","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","IW","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","JA","JA","マージ","分割"
"2","ClickShipCollect1","DOO","2","1400","KO","KO","Merge","분열"
"2","ClickShipCollect1","DOO","2","1400","LT","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","LV","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","N","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","NL","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","PL","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","PT","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","PTB","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","RO","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","RU","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","S","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","SF","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","SK","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","SL","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","TH","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","TR","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","UK","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","US","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","VN","US","Merge","Split"
"2","ClickShipCollect1","DOO","2","1400","ZHS","ZHS","Merge","拆分"
"2","ClickShipCollect1","DOO","2","1400","ZHT","ZHT","Merge","拆分"
